"Date","Price","Open","High","Low","Vol.","Change %"
"20-05-2021","6.90","7.00","7.10","6.75","46.67M","-1.43%"
"19-05-2021","7.00","7.00","7.20","6.85","100.62M","1.45%"
"18-05-2021","6.90","6.60","6.90","6.45","58.87M","4.55%"
"17-05-2021","6.60","6.90","6.90","6.50","45.77M","-2.94%"
"14-05-2021","6.80","7.20","7.25","6.65","108.02M","-2.16%"
"12-05-2021","6.95","7.65","7.65","6.95","292.59M","-4.79%"
"11-05-2021","7.30","7.00","7.30","6.65","172.98M","9.77%"
"10-05-2021","6.65","6.65","6.65","6.65","11.62M","9.92%"
"07-05-2021","6.05","5.60","6.05","5.40","152.06M","10.00%"
"06-05-2021","5.50","5.10","5.55","5.05","138.62M","7.84%"
"05-05-2021","5.10","5.10","5.25","5.00","39.74M","0.99%"
"04-05-2021","5.05","5.45","5.60","4.95","98.40M","-4.72%"
"03-05-2021","5.30","4.85","5.30","4.75","97.30M","9.28%"
"30-04-2021","4.85","4.60","5.10","4.50","140.86M","4.30%"
"29-04-2021","4.65","4.70","4.75","4.45","38.13M","2.20%"
"28-04-2021","4.55","4.45","4.70","4.30","23.02M","2.25%"
"27-04-2021","4.45","4.45","4.50","4.40","11.03M","0.00%"
"26-04-2021","4.45","4.55","4.60","4.40","16.57M","-1.11%"
"23-04-2021","4.50","4.50","4.60","4.45","14.27M","0.00%"
"22-04-2021","4.50","4.55","4.70","4.45","21.27M","-1.10%"
"20-04-2021","4.55","4.60","4.80","4.45","24.78M","2.25%"
"19-04-2021","4.45","4.45","4.55","4.35","21.36M","-5.32%"
"16-04-2021","4.70","4.40","4.75","4.30","34.68M","6.82%"
"15-04-2021","4.40","4.50","4.60","4.20","24.78M","-2.22%"
"13-04-2021","4.50","4.25","4.55","4.15","35.20M","3.45%"
"12-04-2021","4.35","4.60","4.65","4.35","37.13M","-9.38%"
"09-04-2021","4.80","4.90","4.95","4.75","15.34M","-2.04%"
"08-04-2021","4.90","4.95","5.10","4.80","25.09M","1.03%"
"07-04-2021","4.85","5.05","5.10","4.80","33.05M","-2.02%"
"06-04-2021","4.95","4.95","4.95","4.75","37.37M","4.21%"
"05-04-2021","4.75","4.75","4.75","4.55","39.67M","4.40%"
"01-04-2021","4.55","4.40","4.55","4.40","4.14M","4.60%"
"31-03-2021","4.35","4.50","4.55","4.35","22.69M","-4.40%"
"30-03-2021","4.55","4.80","4.80","4.50","18.70M","-3.19%"
"26-03-2021","4.70","4.65","4.80","4.50","41.91M","0.00%"
"25-03-2021","4.70","4.90","4.95","4.70","10.14M","-4.08%"
"24-03-2021","4.90","4.80","4.95","4.65","70.26M","3.16%"
"23-03-2021","4.75","4.75","4.75","4.60","21.01M","4.40%"
"22-03-2021","4.55","4.35","4.55","4.25","23.69M","4.60%"
"19-03-2021","4.35","4.35","4.45","4.35","51.96M","-4.40%"
"18-03-2021","4.55","4.55","4.65","4.55","8.18M","-4.21%"
"17-03-2021","4.75","4.90","4.95","4.75","24.27M","-4.04%"
"16-03-2021","4.95","5.35","5.40","4.95","45.05M","-4.81%"
"15-03-2021","5.20","5.20","5.30","4.95","55.29M","0.00%"
"12-03-2021","5.20","5.60","5.60","5.10","104.90M","-2.80%"
"10-03-2021","5.35","5.35","5.35","5.20","47.55M","4.90%"
"09-03-2021","5.10","5.10","5.10","4.95","89.69M","4.08%"
"08-03-2021","4.90","4.90","4.90","4.90","4.79M","4.26%"
"05-03-2021","4.70","4.65","4.70","4.60","40.03M","4.44%"
"04-03-2021","4.50","4.10","4.50","4.10","74.31M","4.65%"
"03-03-2021","4.30","4.60","4.65","4.30","23.69M","-4.44%"
"02-03-2021","4.50","4.65","4.65","4.25","177.82M","1.12%"
"01-03-2021","4.45","4.45","4.45","4.45","4.08M","4.71%"
"26-02-2021","4.25","3.80","4.25","3.80","124.15M","8.97%"
"25-02-2021","3.90","3.60","3.90","3.55","32.52M","9.86%"
"24-02-2021","3.55","3.85","3.90","3.50","37.19M","-4.05%"
"23-02-2021","3.70","3.65","3.70","3.55","80.82M","8.82%"
"22-02-2021","3.40","3.10","3.40","3.10","28.50M","9.68%"
"19-02-2021","3.10","3.25","3.25","3.05","18.30M","-4.62%"
"18-02-2021","3.25","3.20","3.25","3.15","9.05M","1.56%"
"17-02-2021","3.20","3.20","3.25","3.15","6.17M","0.00%"
"16-02-2021","3.20","3.25","3.30","3.20","6.50M","-1.54%"
"15-02-2021","3.25","3.25","3.30","3.20","6.22M","1.56%"
